;0
0;262.715957331385
1;262.82543292181265
2;262.5831251398269
3;261.9093738735046
4;261.886820860183
5;262.45658907245024
6;264.41491529729154
7;262.6194691498398
8;263.04702870428605
9;263.5361251384261
10;262.737433711776
11;264.82745914162354
12;263.8088218982593
13;268.10977299778534
14;268.29922208765504
15;269.12549387254006
16;269.1186446741435
17;267.0598883655623
18;267.00200683098944
19;263.5886983530677
20;263.5447638069495
21;265.04582283836663
22;265.77048902510364
23;264.1334746571736
24;264.5660220089979
25;263.05102800222204
26;262.90435310216867
27;264.63081146993534
28;266.9370804843594
29;267.6232170159727
30;268.9299468553693
31;270.4620632172152
32;272.16282697917194
33;272.78783761298456
34;269.6307245766549
35;270.9786085455403
36;270.65076103598943
37;270.0822671313988
38;274.1697193874922
39;271.6859269184427
40;274.2428860449111
41;272.00785518009883
42;270.80370856240097
43;269.2715922005551
44;271.68284134761603
45;269.4777770502434
46;274.4173690662724
47;277.3155475088278
48;277.55347769914124
49;277.55347769914124
50;277.55347769914124
51;277.55347769914124
52;277.55347769914124
53;277.55347769914124
54;277.55347769914124
55;277.55347769914124
56;277.55347769914124
57;277.55347769914124
58;277.55347769914124
59;277.55347769914124
60;277.2451608313729
61;277.55347769914124
62;269.79857368037614
63;270.3456399505149
64;269.1186446741435
65;269.4777770502434
66;269.9251536408987
67;270.27325242166194
68;269.4777770502434
69;273.12938673715826
70;277.3155475088278
71;277.55347769914124
72;277.55347769914124
73;277.55347769914124
74;277.55347769914124
75;277.55347769914124
76;277.55347769914124
77;277.55347769914124
78;277.55347769914124
79;277.55347769914124
80;277.55347769914124
81;277.55347769914124
82;277.55347769914124
83;277.55347769914124
84;277.55347769914124
85;277.55347769914124
86;277.55347769914124
87;277.55347769914124
88;277.55347769914124
89;277.55347769914124
90;277.55347769914124
91;277.55347769914124
92;277.55347769914124
93;277.55347769914124
94;277.55347769914124
95;277.55347769914124
96;277.55347769914124
97;277.55347769914124
98;277.55347769914124
99;277.55347769914124
100;277.55347769914124
101;277.55347769914124
102;277.55347769914124
103;277.55347769914124
104;277.55347769914124
105;277.55347769914124
106;277.55347769914124
107;277.55347769914124
108;277.55347769914124
109;277.55347769914124
110;277.55347769914124
111;277.55347769914124
112;277.55347769914124
113;277.55347769914124
114;277.55347769914124
115;277.55347769914124
116;277.55347769914124
117;277.55347769914124
118;277.55347769914124
119;277.55347769914124
120;277.55347769914124
121;277.55347769914124
122;277.55347769914124
123;277.55347769914124
124;277.55347769914124
125;277.55347769914124
126;277.55347769914124
