;0
0;-0.2522968533032781
1;4.233228520050545
2;-4.027936028694853
3;3.0058201983275694
4;3.217199273272115
5;4.1743642638774645
6;-2.221543122639332
7;2.334001566081497
8;4.2640776024253455
9;0.5119114388085109
10;4.853447012396714
11;2.479114645012146
12;4.815097689074264
13;6.037461569593461
14;4.652577299333359
15;3.3727805132235176
16;1.4752558305589787
17;1.7386429447025193
18;-2.441739595651711
19;1.134356679834866
20;3.6324044577116297
21;2.2596033092079324
22;1.1475678066659043
23;2.996468486478534
24;-0.5008783067356717
25;0.09337688971254465
26;4.310226091509037
27;2.162586392974731
28;2.0370174380844333
29;4.574995954391284
30;4.475268285593984
31;3.614424650634419
32;3.851496571142434
33;1.3885627921530386
34;2.744743202699624
35;-0.21089184714799103
36;-0.6157628909807613
37;2.334874710024394
38;0.08423882508526503
39;2.1479035973557075
40;0.4237746025495426
41;0.5621788309304065
42;-2.836816030654518
43;3.607914137740522
44;-2.7266626190626084
45;3.3475766860571525
46;2.3660457147816487
47;2.4112458318048766
48;4.49438894878142
49;2.7577258006307375
50;2.7544626234263205
51;1.5918897739930458
52;1.4369669567165602
53;-0.34400061291466955
54;1.3319997412983753
55;-1.6103693623186928
56;-0.5128630429875329
57;-1.8777983526443904
58;-0.02306083285986915
59;-2.6733012036983155
60;1.6651177411001186
61;-2.6668428213387187
62;2.551149758259953
63;-0.7200576098863394
64;3.9548614035331866
65;2.28820408016054
66;3.5615572474744113
67;1.7356631042913477
68;5.590238288962496
69;4.145075333918953
70;4.196110430506337
71;3.2633480632330247
72;1.7070015669347072
73;6.151278337145811
74;1.4142995731561427
75;0.7167353808151802
76;2.3527640165016237
77;2.3023708256004056
78;-0.00607809858206565
79;1.4151558173306285
80;1.3031816280339399
81;1.49163315059468
82;2.5495007022448135
83;1.0488377780086466
84;1.0005450237539435
85;0.6540849008743521
86;0.7038714377135875
87;-1.8763004352421149
88;1.460283802817571
89;2.1168515550995153
90;3.409464102817992
91;2.692075255156567
92;2.0432457611955215
93;0.9356639552522665
94;-1.3382330099236697
95;-0.844455376610199
96;0.537990777184973
97;-3.4307758791732113
98;3.565055501516156
99;2.2285346413955267
100;2.9103365568312256
101;2.7838365891465173
102;3.226557979762049
103;1.9259760346798203
104;3.357006297458554
105;2.775805121726421
106;1.297765498862418
107;3.4438522382904466
108;1.225387666506606
109;1.6706391214484029
110;-0.1664885276120458
111;-1.1891784862299346
112;-1.6045568494899953
113;-0.3130142977902324
114;0.8220773242370569
115;1.4556665492815455
116;1.465135097018333
117;4.163883120797095
118;1.8881599548269605
119;0.5997129001663097
120;4.411282380948592
121;0.6725301316977266
122;2.4773537194878372
123;-1.9610300904598716
124;3.0442692653193717
125;1.5257599055137234
126;-0.6663390211589331
127;1.0524383179274537
128;1.158030935205602
129;3.3152530377243465
130;1.9175018999473536
131;3.1683101090883383
132;0.20564130353386645
133;1.7361145140332042
134;2.505979608312373
135;2.2762154248504203
136;-5.118998341950373
137;-0.7567275073265591
138;6.268453708717857
139;-1.8957258791482445
140;8.542930913976306
141;5.39325977569024
142;2.423452764386184
143;3.6735504989713945
144;1.962696138236538
145;1.1597706276741633
146;-5.257367604526394
147;5.065119001131734
148;-4.935234030176957
149;-1.8438870635096691
150;4.06933260068638
151;4.07722971506729
152;6.062265580634289
153;3.0107996339157808
154;5.446779293264171
155;4.919351756952892
156;9.204293831848588
157;5.178536829099585
158;3.5108212372576304
159;-0.7898067524710086
160;-0.5383031518126131
161;-2.8224083311877735
162;2.158053134971567
163;2.583823959059714
164;-1.3346680619447966
165;-2.9699564258286273
166;-0.09402405077935327
167;-3.363746464142878
168;3.3862662284277576
169;2.162439158890095
170;8.465151531594643
171;3.4823769828382183
172;5.758038268527002
173;7.013068056499492
174;-5.560915762345132
175;-0.9085106733521116
176;-8.312853607100351
177;-4.989345913302429
178;-3.5787166486960587
179;-0.8382232015488853
180;0.21962690280781771
181;-4.011822966842772
182;-5.905200739229116
183;-3.7749501840478388
184;-7.309842298014075
185;-7.657900748080863
186;-10.227633314889687
187;-13.569111495729686
188;1.7331577362656105
189;-3.876276010764002
190;-0.8127996448164083
191;2.485347855957997
192;-0.2510759545871224
193;-7.534265675178119
194;4.048777501391982
195;0.11444157286513246
196;2.8448747220387247
197;4.540959312502565
